CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Satisfaction.Score,Card.Type,Point.Earned
710,Germany,Male,34,8,147833.3,2,0,1,1561.58,Stayed,5,GOLD,916
675,France,Female,57,8,0,2,0,1,95463.29,Stayed,3,SILVER,632
779,France,Female,26,0,0,2,0,1,111906,Stayed,2,DIAMOND,804
556,France,Female,40,9,129860.37,1,0,0,17992.94,Stayed,4,DIAMOND,332
666,France,Male,30,7,109805.3,1,0,1,163625.56,Stayed,4,DIAMOND,957
850,France,Male,68,5,169445.4,1,1,1,186335.07,Stayed,4,PLATINUM,618
655,France,Male,38,4,0,2,0,0,110527.71,Stayed,1,GOLD,437
527,France,Male,32,0,0,1,1,0,109523.88,Stayed,3,SILVER,987
585,France,Female,28,6,105795.9,1,1,1,41219.09,Stayed,2,PLATINUM,446
498,Germany,Male,35,2,121968.11,2,0,1,188343.05,Stayed,1,GOLD,563
623,France,Female,34,9,0,1,1,0,24255.21,Stayed,1,DIAMOND,333
777,France,Female,28,2,134571.5,1,0,1,118313.38,Stayed,2,DIAMOND,543
524,Germany,Female,25,7,131402.21,1,0,0,193668.49,Stayed,4,PLATINUM,997
589,Germany,Female,20,2,121093.29,2,1,0,3529.72,Stayed,1,GOLD,683
619,Spain,Female,38,10,119658.49,1,1,1,8646.58,Stayed,2,SILVER,412
775,France,Male,31,9,0,2,1,0,169278.51,Stayed,3,SILVER,246
740,France,Female,37,9,0,2,1,1,73225.31,Stayed,3,PLATINUM,658
783,France,Male,38,9,114135.17,1,1,0,153269.98,Stayed,2,GOLD,343
737,Germany,Male,31,5,121192.22,2,1,1,74890.58,Stayed,2,PLATINUM,815
642,Germany,Female,30,5,129753.69,1,1,0,582.53,Stayed,1,SILVER,515
668,Spain,Male,43,1,147167.25,1,0,0,141679.73,Stayed,1,DIAMOND,431
658,Spain,Male,21,7,0,2,0,1,154279.87,Stayed,4,SILVER,653
705,France,Male,34,7,117715.84,1,1,0,2498.67,Stayed,5,PLATINUM,408
678,Spain,Female,49,8,0,2,0,1,98090.69,Stayed,3,DIAMOND,401
639,France,Male,77,6,80926.02,2,1,1,55829.25,Stayed,5,GOLD,291
754,France,Male,38,2,0,2,1,0,180698.32,Stayed,3,GOLD,357
612,Germany,Female,36,2,130700.92,2,0,0,77592.8,Stayed,5,DIAMOND,351
591,France,Male,42,9,161651.37,2,1,1,131753.97,Stayed,2,SILVER,646
490,France,Female,35,7,107749.03,1,1,1,3937.37,Stayed,5,PLATINUM,960
565,Germany,Female,38,7,145400.69,2,1,1,83844.79,Stayed,2,GOLD,289
648,Spain,Female,28,9,102282.61,1,1,1,157891.11,Stayed,1,DIAMOND,472
489,France,Male,38,8,0,2,0,1,196990.79,Stayed,1,DIAMOND,821
542,France,Male,29,9,0,1,1,0,8342.35,Stayed,3,GOLD,760
535,Spain,Female,49,7,115309.75,1,1,0,111421.77,Stayed,5,GOLD,885
714,France,Male,52,4,100755.66,1,1,1,186775.25,Stayed,3,DIAMOND,429
667,France,Female,24,4,0,2,0,1,34335.55,Stayed,5,DIAMOND,560
644,France,Male,33,2,0,1,1,0,96420.58,Stayed,1,DIAMOND,482
575,Spain,Male,30,2,0,2,1,1,82222.86,Stayed,1,PLATINUM,934
627,Spain,Female,30,6,0,1,1,1,113408.47,Stayed,4,DIAMOND,320
784,Spain,Male,23,2,0,1,1,1,6847.73,Stayed,5,GOLD,257
668,Germany,Female,32,10,92041.87,1,1,1,43595.9,Stayed,2,SILVER,995
639,Spain,Female,28,8,97840.72,1,1,1,178222.77,Stayed,2,DIAMOND,260
740,France,Male,33,1,129574.98,1,1,1,123300.38,Stayed,3,GOLD,506
667,France,Male,23,1,0,2,1,0,91573.19,Stayed,3,SILVER,474
779,France,Male,32,10,80728.15,1,1,0,86306.75,Stayed,5,GOLD,379
743,France,Male,32,9,0,2,1,0,175252.78,Stayed,4,DIAMOND,364
497,France,Male,41,9,0,1,0,0,22074.48,Stayed,1,PLATINUM,1000
708,France,Female,34,4,0,1,1,1,62868.33,Stayed,3,GOLD,578
592,France,Female,27,4,0,2,1,1,183569.25,Stayed,5,PLATINUM,900
445,France,Male,37,3,0,2,1,1,180012.39,Stayed,4,GOLD,288
648,Spain,Female,53,6,111201.41,1,1,1,121542.29,Stayed,4,PLATINUM,715
599,Germany,Male,33,2,51949.95,2,1,0,85045.92,Stayed,3,DIAMOND,541
570,Spain,Male,34,10,0,2,0,1,183387.12,Stayed,4,SILVER,568
756,France,Male,67,4,0,3,1,1,93081.87,Stayed,1,GOLD,593
493,Spain,Male,32,8,46161.18,1,1,1,79577.4,Stayed,2,GOLD,606
593,Germany,Female,38,5,85626.6,1,1,1,125079.65,Stayed,2,GOLD,891
585,France,Male,56,4,138227.19,2,1,1,55287.84,Stayed,4,GOLD,708
683,Germany,Male,73,9,124730.26,1,1,1,51999.5,Stayed,2,PLATINUM,327
648,Spain,Male,35,7,0,2,0,0,122899.01,Stayed,2,DIAMOND,878
670,France,Female,45,5,47884.92,1,1,1,54340.24,Stayed,5,DIAMOND,723
643,Spain,Male,34,3,83132.09,1,1,1,21360.88,Stayed,2,DIAMOND,893
705,France,Female,31,3,119794.67,1,0,0,182528.44,Stayed,5,GOLD,685
757,France,Female,71,0,88084.13,2,1,1,154337.47,Stayed,4,PLATINUM,522
655,Spain,Female,34,4,109783.69,2,1,0,134034.32,Stayed,1,PLATINUM,985
498,France,Female,29,9,0,1,1,0,190035.83,Stayed,4,GOLD,505
562,France,Male,35,7,0,1,0,0,48869.67,Stayed,3,GOLD,863
773,France,Male,41,4,0,2,1,1,24924.92,Stayed,2,PLATINUM,667
698,Spain,Female,38,1,171848.38,1,0,0,16957.45,Stayed,5,PLATINUM,806
597,France,Female,28,0,142705.95,1,1,0,127233.39,Stayed,4,PLATINUM,845
790,France,Female,40,9,0,2,1,1,70607.1,Stayed,4,SILVER,581
608,France,Female,28,9,0,2,1,1,125062.02,Stayed,4,GOLD,397
850,France,Female,28,9,0,2,1,1,164864.67,Stayed,4,GOLD,891
622,Spain,Male,36,9,0,2,1,1,104852.6,Stayed,3,DIAMOND,331
614,France,Female,41,3,123475.04,1,1,1,179227.52,Stayed,4,PLATINUM,539
661,Spain,Male,20,8,0,1,1,0,110252.53,Stayed,3,GOLD,330
584,Spain,Female,30,5,0,2,1,1,185201.58,Stayed,2,SILVER,564
685,Spain,Male,31,7,122449.31,2,1,1,180769.55,Stayed,5,GOLD,946
653,France,Female,38,8,102133.38,1,1,1,166520.96,Stayed,3,SILVER,795
704,France,Female,33,0,130499.09,2,1,1,74804.36,Stayed,2,SILVER,694
617,France,Male,40,5,190008.32,2,1,1,107047.92,Stayed,4,GOLD,486
644,France,Male,30,5,44928.88,1,1,1,10771.46,Stayed,4,PLATINUM,528
732,France,Male,79,10,61811.23,1,1,1,104222.8,Stayed,1,SILVER,726
539,France,Male,39,3,0,2,1,0,36692.17,Stayed,1,SILVER,426
689,France,Male,34,1,165312.27,1,1,0,155495.63,Stayed,3,DIAMOND,326
750,France,Male,43,6,113882.31,1,1,1,74564.41,Stayed,5,SILVER,526
544,France,Male,37,3,84496.71,1,0,0,79972.09,Stayed,5,PLATINUM,939
675,France,Male,34,8,0,2,1,1,184842.21,Stayed,2,GOLD,977
705,France,Female,35,3,0,2,0,1,66331.01,Stayed,3,GOLD,547
634,Germany,Male,35,6,116269.01,1,1,0,129964.94,Stayed,1,SILVER,989
604,Spain,Male,23,9,124577.33,1,1,1,7267.25,Stayed,4,DIAMOND,470
587,Spain,Male,45,6,0,1,0,0,158684.81,Stayed,3,PLATINUM,732
840,France,Female,39,1,94968.97,1,1,0,84487.62,Stayed,5,SILVER,932
620,France,Female,29,3,0,2,0,1,153392.28,Stayed,3,SILVER,475
602,Spain,Male,34,8,98382.72,1,1,0,39542,Stayed,4,GOLD,240
651,Spain,Male,45,4,0,2,0,0,193009.21,Stayed,4,DIAMOND,344
684,France,Male,38,5,105069.98,2,1,1,198355.28,Stayed,2,PLATINUM,862
659,France,Female,32,2,155584.21,1,0,1,153662.88,Stayed,5,PLATINUM,313
850,Germany,Female,36,3,169025.83,1,1,0,174235.06,Stayed,4,GOLD,492
651,Germany,Female,41,4,133432.59,1,0,1,151303.48,Stayed,3,SILVER,807
654,France,Male,36,2,112262.84,1,1,0,12873.39,Stayed,1,DIAMOND,883
641,France,Female,26,4,91547.84,2,0,1,28157.34,Stayed,2,PLATINUM,712
671,France,Female,31,6,0,2,1,1,15846.42,Stayed,1,GOLD,508
680,Germany,Male,32,7,175454,1,0,1,77349.92,Stayed,2,PLATINUM,772
764,Germany,Male,28,10,124023.18,1,1,0,166188.28,Stayed,1,SILVER,508
635,Spain,Male,35,2,113635.16,1,1,0,90883.12,Stayed,1,SILVER,613
807,France,Female,36,4,0,2,0,1,147007.33,Stayed,5,GOLD,461
838,France,Female,34,8,0,2,1,0,27472.07,Stayed,2,DIAMOND,257
674,Germany,Female,36,6,100762.64,1,1,0,182156.86,Stayed,3,PLATINUM,397
679,France,Male,60,8,0,2,1,1,51380.9,Stayed,4,SILVER,797
547,France,Female,38,5,167539.97,1,0,1,159207.34,Stayed,5,PLATINUM,662
655,France,Female,37,7,111852.84,2,1,0,10511.13,Stayed,3,SILVER,313
514,France,Female,46,3,106511.85,1,1,0,55072.32,Stayed,5,GOLD,478
685,Spain,Male,35,4,137948.51,1,1,0,113639.64,Stayed,1,PLATINUM,404
597,Spain,Female,33,2,0,2,1,1,4700.66,Stayed,3,GOLD,955
678,Germany,Female,37,2,113383.07,1,1,1,135123.96,Stayed,2,DIAMOND,767
550,France,Female,46,7,0,2,1,0,130590.35,Stayed,5,GOLD,473
632,France,Male,27,4,193125.85,1,1,1,152665.85,Stayed,4,GOLD,262
594,Germany,Male,38,6,63176.44,2,1,1,14466.08,Stayed,4,GOLD,890
557,France,Female,46,4,96173.17,2,1,1,116378.31,Stayed,5,GOLD,689
535,Spain,Male,35,8,118989.92,1,1,1,135536.72,Stayed,5,DIAMOND,895
668,Spain,Male,32,1,134446.04,1,0,1,111241.37,Stayed,4,PLATINUM,503
689,Spain,Female,31,4,0,2,1,1,136610.02,Stayed,5,PLATINUM,840
731,France,Male,30,7,0,2,1,1,184581.68,Stayed,2,GOLD,781
585,Spain,Male,36,10,0,2,1,1,180318.6,Stayed,3,SILVER,722
460,Germany,Male,46,4,127559.97,2,1,1,126952.5,Stayed,5,SILVER,287
661,Germany,Male,35,8,124098.54,1,1,0,86678.48,Stayed,2,SILVER,393
542,France,Female,25,7,0,2,0,1,82393.08,Stayed,3,PLATINUM,266
706,Spain,Male,53,7,0,2,0,1,117939.17,Stayed,2,DIAMOND,840
632,France,Male,50,2,0,2,0,0,57942.88,Stayed,1,PLATINUM,419
669,Germany,Female,30,7,139872.81,1,1,0,188795.85,Stayed,3,SILVER,302
575,Spain,Female,22,8,105229.34,1,1,1,34397.08,Stayed,1,GOLD,806
576,Germany,Male,28,1,119336.29,2,0,1,58976.85,Stayed,1,GOLD,592
623,Spain,Female,50,2,87116.71,1,1,1,104382.11,Stayed,5,SILVER,970
705,Spain,Male,46,7,0,2,1,0,117273.35,Stayed,2,GOLD,946
776,Germany,Male,38,5,112281.7,1,0,1,89893.6,Stayed,4,DIAMOND,962
823,France,Male,34,3,105057.33,1,1,0,9217.92,Stayed,2,PLATINUM,329
766,Spain,Male,41,6,99208.46,2,1,0,62402.38,Stayed,4,GOLD,224
574,Spain,Male,36,1,0,2,0,1,71709.12,Stayed,2,DIAMOND,980
521,France,Male,38,6,0,2,1,0,51454.06,Stayed,4,SILVER,572
706,Spain,Male,28,3,0,2,0,1,181543.67,Stayed,3,SILVER,241
751,France,Male,29,3,159597.45,1,1,0,39934.41,Stayed,5,PLATINUM,791
612,France,Female,38,1,0,2,1,1,9209.21,Stayed,2,SILVER,673
717,Spain,Male,33,1,99106.73,1,0,0,194467.23,Stayed,2,GOLD,294
678,France,Female,60,2,0,2,1,1,43821.56,Stayed,4,SILVER,394
835,Germany,Female,29,10,130420.2,2,0,0,106276.55,Stayed,5,DIAMOND,349
479,Spain,Male,37,6,118433.94,1,0,1,160060.9,Stayed,2,GOLD,956
824,Germany,Male,49,8,133231.48,1,1,1,67885.37,Stayed,1,PLATINUM,927
675,Spain,Male,33,3,0,2,1,0,45348.08,Stayed,5,GOLD,487
638,France,Female,42,7,165679.92,1,0,0,32916.29,Stayed,3,GOLD,717
680,France,Male,49,10,0,2,1,0,187008.45,Stayed,2,PLATINUM,933
667,Spain,Female,34,5,0,2,1,0,163830.64,Stayed,5,DIAMOND,627
617,France,Female,79,7,0,1,1,1,160589.18,Stayed,3,SILVER,424
646,Spain,Male,69,10,115462.44,1,1,0,40421.87,Stayed,2,GOLD,701
721,Spain,Male,33,5,0,2,0,1,117626.9,Stayed,1,SILVER,300
629,France,Female,40,6,0,2,1,1,139356.3,Stayed,4,SILVER,327
574,France,Male,33,8,100267.03,1,1,0,103006.27,Stayed,2,DIAMOND,949
543,France,Female,34,8,0,2,0,1,145601.8,Stayed,5,SILVER,236
606,France,Female,71,8,0,2,1,1,169741.96,Stayed,4,GOLD,814
494,France,Male,69,9,93320.8,1,1,1,24489.44,Stayed,2,SILVER,366
700,France,Male,38,8,134811.3,1,1,0,1299.75,Stayed,1,DIAMOND,903
729,Germany,Male,26,4,97268.1,2,1,0,39356.38,Stayed,3,GOLD,309
651,Germany,Female,24,7,40224.7,1,1,1,178341.33,Stayed,4,PLATINUM,842
690,Germany,Male,44,9,100368.63,2,0,0,35342.33,Stayed,3,DIAMOND,652
733,France,Male,48,5,0,1,0,1,117830.57,Stayed,1,DIAMOND,674
643,Spain,Female,32,2,0,1,0,0,131301.74,Stayed,2,SILVER,691
649,France,Male,47,1,0,2,1,1,145593.85,Stayed,4,GOLD,908
758,Germany,Male,33,0,129142.54,2,1,1,26606.28,Stayed,5,DIAMOND,464
707,France,Female,33,2,58036.33,1,1,1,83335.78,Stayed,1,GOLD,911
677,Germany,Female,44,4,148770.61,2,1,1,191057.76,Stayed,2,PLATINUM,277
774,France,Female,35,3,121418.62,1,1,1,24400.37,Stayed,4,DIAMOND,981
722,France,Female,35,2,163943.89,2,1,1,15068.18,Stayed,1,GOLD,883
604,France,Female,71,2,0,2,1,1,49506.82,Stayed,2,DIAMOND,687
756,France,Male,27,8,0,2,1,1,157932.75,Stayed,3,DIAMOND,281
830,Spain,Male,40,4,0,2,0,1,81622.52,Stayed,5,DIAMOND,543
699,France,Male,39,9,0,1,1,0,80963.92,Stayed,2,DIAMOND,966
757,France,Female,49,2,0,2,0,0,164482.92,Stayed,1,PLATINUM,265
725,France,Female,29,6,0,2,1,1,190776.83,Stayed,4,SILVER,826
643,Germany,Male,41,2,127841.52,1,1,0,172363.41,Stayed,5,GOLD,474
534,France,Female,23,5,104822.45,1,0,1,160176.47,Stayed,5,SILVER,915
688,Spain,Male,42,5,0,2,0,0,197602.29,Stayed,4,SILVER,378
671,Germany,Male,36,2,116695.27,1,0,0,193201.86,Stayed,3,GOLD,895
636,France,Female,45,7,139859.23,1,1,1,108402.54,Stayed,3,GOLD,393
536,Spain,Male,40,9,0,2,1,1,11959.03,Stayed,2,SILVER,238
581,Germany,Female,38,3,135157.05,1,1,1,32919.42,Stayed,3,SILVER,622
670,Germany,Female,32,4,102954.68,2,0,1,134942.45,Stayed,5,SILVER,244
531,Germany,Female,32,0,109570.21,2,1,1,172049.84,Stayed,3,GOLD,584
719,France,Female,54,7,0,2,1,1,125041.52,Stayed,4,DIAMOND,619
505,Germany,Male,43,6,127146.68,1,0,0,137565.87,Stayed,5,GOLD,903
704,France,Male,31,0,0,2,1,0,183038.33,Stayed,1,DIAMOND,349
561,France,Female,31,1,81480.27,2,1,1,65234.6,Stayed,1,DIAMOND,666
693,France,Male,38,7,198338.77,2,1,1,14278.18,Stayed,5,DIAMOND,991
678,France,Female,43,7,178074.33,1,0,0,110405.9,Stayed,3,DIAMOND,853
850,Germany,Male,32,2,128647.98,2,0,0,54416.18,Stayed,2,SILVER,607
641,Spain,Male,32,7,0,2,1,1,24267.28,Stayed,4,GOLD,652
445,Germany,Female,34,7,131082.17,2,1,1,70618,Stayed,4,PLATINUM,802
571,Spain,Female,22,3,108117.1,1,0,1,53328.7,Stayed,2,PLATINUM,920
496,Spain,Female,43,3,0,2,0,1,199505.53,Stayed,1,SILVER,494
593,France,Male,43,9,0,2,1,1,76357.43,Stayed,1,DIAMOND,931
504,Germany,Male,43,5,134740.19,2,1,0,181430.91,Stayed,1,SILVER,640
642,Germany,Male,22,10,111812.52,2,1,1,183045.46,Stayed,1,GOLD,729
487,Spain,Female,36,1,140137.15,1,1,0,194073.33,Stayed,2,DIAMOND,677
575,Spain,Female,37,9,133292.45,1,1,0,111175.09,Stayed,2,PLATINUM,506
809,France,Female,39,5,0,1,1,0,77705.75,Stayed,5,DIAMOND,754
724,Germany,Male,54,8,172192.49,1,1,1,136902.01,Stayed,2,SILVER,565
689,Germany,Male,45,0,130170.82,2,1,0,150856.38,Stayed,3,SILVER,855
671,Spain,Female,29,6,0,2,0,0,12048.67,Stayed,2,GOLD,328
619,France,Male,27,1,154483.98,1,1,0,156394.74,Stayed,2,SILVER,431
569,Spain,Female,34,6,144855.34,1,0,0,196555.32,Stayed,4,GOLD,697
832,Germany,Female,40,9,107648.94,2,1,1,134638.97,Stayed,2,PLATINUM,583
439,Spain,Female,32,3,138901.61,1,1,0,75685.97,Stayed,4,DIAMOND,913
849,France,Female,41,9,115465.28,1,1,0,103174.5,Stayed,3,GOLD,623
696,Spain,Female,51,5,0,2,1,0,55022.43,Stayed,4,SILVER,509
640,France,Female,30,6,107499.7,1,1,1,187632.22,Stayed,5,DIAMOND,663
683,France,Male,72,3,140997.26,1,0,1,52876.41,Stayed,3,SILVER,580
508,Germany,Female,41,5,82161.7,2,1,0,187776.49,Stayed,1,DIAMOND,231
636,Germany,Female,29,3,97325.15,1,0,1,131924.38,Stayed,3,SILVER,945
616,Spain,Female,36,6,132311.71,1,0,0,15462.84,Stayed,2,SILVER,268
633,France,Female,30,6,0,2,0,0,41642.29,Stayed,2,DIAMOND,565
607,Spain,Female,27,5,100912.19,1,0,0,7631.27,Stayed,4,GOLD,908
585,France,Female,67,5,113978.97,2,0,1,93146.11,Stayed,5,SILVER,580
574,Spain,Female,28,7,0,2,0,0,185660.3,Stayed,1,PLATINUM,626
681,Germany,Male,38,6,181804.34,2,1,1,57517.71,Stayed,1,SILVER,309
521,France,Male,37,2,0,2,1,1,86372.24,Stayed,5,SILVER,942
607,Spain,Male,40,1,112544.45,1,1,1,19842.22,Stayed,3,GOLD,538
599,Spain,Male,51,0,0,1,1,1,175235.99,Stayed,3,SILVER,220
653,Spain,Female,27,6,107751.68,2,1,1,33389.42,Stayed,3,GOLD,563
463,Spain,Female,35,2,0,2,1,1,1950.93,Stayed,2,DIAMOND,803
625,France,Female,38,7,0,1,1,0,164804.02,Stayed,1,DIAMOND,480
850,Germany,Male,32,3,137714.25,1,0,1,159403.68,Stayed,2,DIAMOND,814
660,Spain,Female,28,3,128929.88,1,1,1,198069.71,Stayed,2,SILVER,231
773,France,Male,64,2,145578.28,1,0,1,186172.85,Stayed,1,SILVER,630
721,Germany,Male,37,4,98459.6,1,0,0,90821.66,Stayed,3,GOLD,559
738,Spain,Male,38,5,177997.07,1,0,1,19233.41,Stayed,5,PLATINUM,799
795,Germany,Male,38,7,125903.22,2,1,1,127068.92,Stayed,5,GOLD,912
774,Germany,Male,36,9,130809.77,1,1,0,152290.28,Stayed,5,SILVER,560
594,Germany,Female,32,4,120074.97,2,1,1,162961.79,Stayed,2,DIAMOND,728
799,Spain,Male,38,2,0,2,1,1,59297.34,Stayed,1,DIAMOND,780
490,Germany,Female,41,0,139659.04,1,1,1,176254.12,Stayed,5,SILVER,312
568,Spain,Female,27,1,116320.68,1,0,1,45563.94,Stayed,4,DIAMOND,376
627,Spain,Male,44,6,0,1,1,1,114469.55,Stayed,5,SILVER,258
735,France,Male,50,2,0,2,0,1,147075.69,Stayed,3,GOLD,863
732,France,Female,35,3,0,2,1,0,90876.95,Stayed,3,SILVER,518
715,France,Male,32,8,175307.32,1,1,0,187051.23,Stayed,3,GOLD,672
724,France,Female,34,3,132352.69,1,1,0,80320.3,Stayed,4,DIAMOND,798
556,France,Male,38,2,114756.14,1,1,0,193214.05,Stayed,4,DIAMOND,820
815,Germany,Male,37,2,110777.26,2,1,0,2383.59,Stayed,3,GOLD,623
627,Germany,Female,30,6,57809.32,1,1,0,188258.49,Stayed,3,DIAMOND,545
531,France,Male,37,7,121854.45,1,1,0,147521.35,Stayed,1,PLATINUM,515
693,France,Male,43,6,128760.32,1,1,0,36342.79,Stayed,2,PLATINUM,488
850,France,Male,38,5,0,2,1,0,16491.64,Stayed,1,SILVER,829
625,France,Female,28,3,0,1,0,0,183646.41,Stayed,4,GOLD,718
815,Spain,Female,38,2,48387,1,1,0,184796.84,Stayed,3,DIAMOND,243
731,Spain,Male,33,1,0,1,1,0,130726.96,Stayed,1,GOLD,462
683,Germany,Female,35,5,95698.79,1,0,1,182566.76,Stayed,1,PLATINUM,986
569,Germany,Male,25,9,173459.45,2,1,1,44381.06,Stayed,3,GOLD,255
782,France,Male,32,9,0,1,1,1,87566.97,Stayed,5,SILVER,255
671,Germany,Female,44,0,84745.03,2,0,1,34673.98,Stayed,4,SILVER,863
713,France,Female,37,8,0,1,1,1,16403.41,Stayed,2,GOLD,444
718,France,Female,39,3,0,2,1,1,145355.11,Stayed,2,PLATINUM,709
771,Germany,Female,36,5,77846.9,1,0,0,99805.99,Stayed,5,PLATINUM,895
751,France,Male,43,1,114974.24,1,1,0,125920.54,Stayed,2,DIAMOND,907
724,Germany,Male,41,2,127892.57,2,0,1,199645.45,Stayed,4,DIAMOND,393
589,France,Male,38,2,0,1,1,0,79915.28,Stayed,2,SILVER,985
565,France,Male,36,6,106192.1,1,1,0,149575.59,Stayed,5,DIAMOND,237
568,France,Male,51,4,0,3,1,1,66586.56,Stayed,2,SILVER,573
821,Germany,Female,37,5,106453.53,2,0,1,127413,Stayed,5,GOLD,798
621,Germany,Female,34,2,91258.52,2,1,0,44857.4,Stayed,2,DIAMOND,607
736,Spain,Female,26,4,135889.13,1,1,1,165692.03,Stayed,4,PLATINUM,253
593,Germany,Female,41,4,119703.1,2,1,1,109783.29,Stayed,3,GOLD,814
706,Spain,Female,37,7,0,2,1,1,110899.3,Stayed,1,GOLD,799
613,France,Female,21,7,105627.95,1,1,1,36560.51,Stayed,5,GOLD,495
508,Spain,Male,54,10,0,1,1,1,175749.36,Stayed,3,GOLD,661
659,France,Male,31,4,118342.26,1,0,0,161574.19,Stayed,3,SILVER,391
563,France,Male,33,8,0,2,0,1,68815.05,Stayed,5,PLATINUM,983
730,Spain,Male,38,5,118866.36,1,1,1,163317.5,Stayed,1,DIAMOND,308
767,France,Male,36,3,139180.2,1,0,0,123880.19,Stayed,2,DIAMOND,277
641,France,Female,38,3,0,2,1,0,116466.19,Stayed,4,DIAMOND,975
772,France,Male,34,9,0,2,1,0,170980.86,Stayed,1,SILVER,870
684,France,Female,25,1,0,2,0,1,144978.47,Stayed,2,DIAMOND,904
658,France,Female,31,7,123974.96,1,1,0,102153.75,Stayed,3,DIAMOND,226
558,Germany,Female,32,1,108262.87,1,1,1,6935.31,Stayed,3,PLATINUM,259
685,Germany,Female,30,4,84958.6,2,0,1,194343.72,Stayed,2,GOLD,987
615,France,Male,39,4,133707.09,1,1,1,108152.75,Stayed,5,PLATINUM,358
712,Spain,Male,45,6,112994.65,1,0,0,198398.68,Stayed,1,SILVER,847
603,France,Male,45,9,0,1,0,0,148516.79,Stayed,5,PLATINUM,593
593,Germany,Male,74,5,161434.36,2,1,1,65532.17,Stayed,5,PLATINUM,264
781,France,Male,29,9,0,2,0,0,172097.4,Stayed,4,SILVER,867
606,Germany,Male,40,9,95293.86,2,0,1,96985.58,Stayed,4,PLATINUM,408
660,Germany,Female,23,6,166070.48,2,0,0,90494.72,Stayed,4,GOLD,313
614,Spain,Male,39,3,151914.93,1,0,0,56459.45,Stayed,4,PLATINUM,293
534,Spain,Male,51,3,0,2,0,1,20856.31,Stayed,5,GOLD,253
581,France,Male,37,7,0,2,1,1,74320.75,Stayed,1,SILVER,754
718,France,Female,29,3,0,1,0,1,134462.29,Stayed,4,PLATINUM,253
550,France,Male,25,0,0,2,1,1,184221.11,Stayed,5,PLATINUM,499
690,France,Male,35,6,112689.95,1,1,0,176962.31,Stayed,3,SILVER,828
489,Germany,Male,28,1,79460.98,2,1,1,167973.63,Stayed,3,PLATINUM,232
619,Germany,Male,41,3,147974.16,2,1,0,170518.83,Stayed,3,PLATINUM,699
850,Spain,Male,39,8,0,2,1,1,37090.44,Stayed,3,DIAMOND,995
587,Germany,Male,40,5,138241.9,2,1,0,159418.1,Stayed,5,SILVER,403
696,France,Male,28,4,172646.82,1,1,1,116471.43,Stayed,4,DIAMOND,441
850,France,Female,40,0,0,2,1,0,1099.95,Stayed,4,PLATINUM,980
706,Spain,Female,42,8,95386.82,1,1,1,75732.25,Stayed,5,SILVER,734
847,Spain,Female,37,9,112712.17,1,1,0,116097.26,Stayed,1,GOLD,355
663,Spain,Male,64,6,0,2,0,1,15876.52,Stayed,5,DIAMOND,653
592,France,Female,38,4,0,2,1,0,35338.96,Stayed,4,SILVER,305
612,Germany,Male,32,9,106520.73,2,1,0,177092.16,Stayed,3,GOLD,821
615,France,Female,30,9,0,1,1,0,87347.82,Stayed,3,SILVER,437
703,Spain,Male,29,9,0,2,1,0,50679.48,Stayed,3,DIAMOND,242
618,Spain,Male,32,5,133476.09,1,0,1,154843.4,Stayed,2,SILVER,734
490,Spain,Male,31,3,145260.23,1,0,1,114066.77,Stayed,4,SILVER,471
793,Spain,Male,29,8,96674.55,2,0,0,192120.66,Stayed,4,DIAMOND,558
782,Spain,Male,34,6,147422.44,1,0,1,42143.61,Stayed,5,GOLD,960
477,Spain,Female,48,2,129120.64,1,0,1,26475.79,Stayed,3,GOLD,238
656,France,Male,44,10,143571.52,1,0,0,127444.14,Stayed,1,DIAMOND,614
559,France,Male,28,3,141099.43,1,1,1,15607.27,Stayed,3,PLATINUM,328
567,France,Male,36,7,0,2,0,1,3896.08,Stayed,5,GOLD,914
544,France,Female,40,7,0,1,0,1,161076.92,Stayed,5,GOLD,265
615,Spain,Male,41,4,0,1,0,1,149278.96,Stayed,2,PLATINUM,404
698,Spain,Female,40,0,92053.44,1,1,1,143681.83,Stayed,4,DIAMOND,970
709,Spain,Male,62,3,0,2,1,1,82195.15,Stayed,4,SILVER,557
590,France,Male,36,1,0,2,1,0,48876.84,Stayed,1,SILVER,614
715,Spain,Male,38,2,96798.79,2,1,1,4554.67,Stayed,2,SILVER,294
831,Spain,Female,44,10,0,1,0,1,47729.33,Stayed,2,GOLD,924
445,Germany,Female,61,2,137655.31,1,0,1,29909.84,Stayed,3,PLATINUM,335
850,France,Male,40,6,124788.18,1,1,0,65612.12,Stayed,4,PLATINUM,657
730,Spain,Male,29,2,0,2,1,0,14174.09,Stayed,4,GOLD,523
793,Spain,Male,63,0,0,2,0,1,27166.75,Stayed,1,GOLD,529
410,France,Female,35,7,117183.74,1,1,1,109733.73,Stayed,2,SILVER,677
682,France,Female,37,8,148580.12,1,1,0,35179.18,Stayed,5,GOLD,643
608,Germany,Male,34,3,106288.54,1,1,1,36639.25,Stayed,3,SILVER,388
472,Spain,Female,32,1,159397.75,1,0,1,57323.18,Stayed,4,PLATINUM,829
593,France,Female,39,0,117704.73,1,1,0,197933.5,Stayed,4,DIAMOND,694
686,France,Male,38,6,149238.97,1,1,1,97825.23,Stayed,1,SILVER,816
